,,,,sim to bat,sim to MM bat,diff
Connecticut_vaccine,AHB79523,Chicken,Avian_coronavirus,0.130121272,0.420904977,0.290783706
gammaCoV/ph/China/I0623/17,QDA76264,Pheasant,Avian_coronavirus,0.12903752,0.420843134,0.291805613
ck/CH/LJL/130925,AJP16739,Chicken,Avian_coronavirus,0.125163185,0.420824295,0.29566111
ck/CH/LSD/111219,AHX26145,Chicken,Avian_coronavirus,0.131040131,0.420795218,0.289755087
CV10,QIM61640,Chicken,Avian_coronavirus,0.122926829,0.420591951,0.297665122
ck/CH/LHB/111172,AHX25929,Chicken,Avian_coronavirus,0.13081205,0.420590366,0.289778316
CK/CH/LDL/97I,AFQ94231,Chicken,Avian_coronavirus,0.123820371,0.420567504,0.296747133
ck/CH/LLN/111169,AGZ89672,Chicken,Avian_coronavirus,0.129587156,0.420557365,0.290970209
ck/CH/LHB/100801,ADY62542,Chicken,Avian_coronavirus,0.127406199,0.420538781,0.293132582
ck/CH/LHLJ/100902,AEP84736,Chicken,Avian_coronavirus,0.13081205,0.420499819,0.289687769
QIA_Q43,ARS22460,Chicken,Avian_coronavirus,0.125756337,0.420385625,0.294629288
ck/CH/LHB/130573,AHX25992,Chicken,Avian_coronavirus,0.131144864,0.42038159,0.289236726
gammaCoV/ph/China/I0710/17,QDA76255,Pheasant,Avian_coronavirus,0.128443358,0.42038159,0.291938232
gammaCoV/ck/China/I0118/14,AQY61323,Chicken,Avian_coronavirus,0.126811004,0.420352782,0.293541777
ck/CH/LHB/121042,AVI69519,Chicken,Avian_coronavirus,0.126204082,0.420276748,0.294072666
ck/CH/LJS/110439,AQD20710,Chicken,Avian_coronavirus,0.126020242,0.420271493,0.294251252
ITA/90254/2005,CAZ86699,Chicken,Avian_coronavirus,0.125244938,0.42025706,0.295012122
CK/CH/LDL/05III,APU51838,Chicken,Avian_coronavirus,0.126919307,0.420242622,0.293323314
CK/CH/LSHH/03II,APY23479,Chicken,Avian_coronavirus,0.125163827,0.420199275,0.295035448
ck/CH/IBWF/2007,AHB73999,Chicken,Avian_coronavirus,0.129486969,0.420157423,0.290670454
GX_YL9,AEB00715,Chicken,Avian_coronavirus,0.131891364,0.420153638,0.288262273
ck/CH/LHLJ/090510,APY23578,Chicken,Avian_coronavirus,0.125204315,0.419851476,0.294647161
Ark99,AYA44721,Chicken,Avian_coronavirus,0.12124183,0.419768703,0.298526873
GX_YL5,AEB00706,Chicken,Avian_coronavirus,0.1268063,0.419625915,0.292819615
CK/CH/LSD/05I,ACC94326,Chicken,Avian_coronavirus,0.127308384,0.419600036,0.292291652
IBV/Ck/Can/17_036989,QGM12391,Chicken,Avian_coronavirus,0.123761572,0.41951792,0.295756348
ISU690_4,AWV67107,Sparrow,Sparrow_deltacoronavirus_HKU17,0.095611547,0.419428467,0.32381692
CK/CH/LHLJ/07VII,AEL12221,Chicken,Avian_coronavirus,0.128049779,0.419360681,0.291310902
ck/CH/LSD/111235,AJT47896,Chicken,Avian_coronavirus,0.128029933,0.41926448,0.291234547
CK/CH/LHLJ/95I,APX44047,Chicken,Avian_coronavirus,0.131107492,0.419200145,0.288092653
gammaCoV/ck/China/I0111/14,AQY61314,Chicken,Avian_coronavirus,0.125446284,0.419180061,0.293733778
IBV/Ck/Can/17_035614,QGM12378,Chicken,Avian_coronavirus,0.123396655,0.419171405,0.29577475
CK/CH/LDL/05II,ARB66180,Chicken,Avian_coronavirus,0.126497129,0.419091651,0.292594522
UNKNOWN_FJ376620,ACJ12044,Bulbul,Bulbul_coronavirus_HKU11,0.10058382,0.41905372,0.3184699
IBV/Ck/Can/18_048192T,QGM12404,Chicken,Avian_coronavirus,0.123214286,0.419043321,0.295829036
IBV/Ck/Can/18_048430,QGM12416,Chicken,Avian_coronavirus,0.123316567,0.419020121,0.295703554
gammaCoV/ck/China/I0114/14,AQY61305,Chicken,Avian_coronavirus,0.124491456,0.419010582,0.294519125
CH_01,AQS99154,Swine,Porcine_coronavirus_HKU15,0.098849808,0.418653512,0.319803704
CK/CH/LSC/99I,AVI69485,Chicken,Avian_coronavirus,0.129882813,0.418625678,0.288742866
CHN_HG_2017,ASY98687,Swine,Porcine_coronavirus_HKU15,0.096951524,0.418226646,0.321275122
SCNC201705,QDH76201,Swine,Porcine_coronavirus_HKU15,0.096951524,0.418226646,0.321275122
YN,AEJ80238,Chicken,Avian_coronavirus,0.129515132,0.418188393,0.288673261
CHN_JS_2014,AKC54442,Swine,Porcine_coronavirus_HKU15,0.0978858,0.418165221,0.320279421
UNKNOWN_FJ376619,ACJ12035,Bulbul,Bulbul_coronavirus_HKU11,0.09925187,0.418136941,0.318885071
CHN_SC2015,QDH76188,Swine,Porcine_coronavirus_HKU15,0.096870839,0.418127054,0.321256215
160660,QHA24703,Bat,Miniopterus_bat_coronavirus_HKU8,0.070937448,0.418119411,0.347181963
ck/CH/LGX/091109,AGZ89681,Chicken,Avian_coronavirus,0.12953031,0.418104616,0.288574306
HNZK_02,AXP32216,Swine,Porcine_coronavirus_HKU15,0.097021135,0.418088893,0.321067758
HKU15_155,AFD29194,Swine,Porcine_coronavirus_HKU15,0.096886965,0.418073939,0.321186974
SHJS/SL/2016,AUH28250,Swine,Porcine_coronavirus_HKU15,0.09725229,0.417876381,0.320624091
UNKNOWN_FJ376622,ACJ12062,White_Rumped_Munia,Munia_coronavirus_HKU13,0.088848141,0.417830094,0.328981953
S579N,BAY00723,Swine,Porcine_coronavirus_HKU15,0.097353969,0.417815095,0.320461126
SdCV/USA/OhioCVM1/2014,AIH06857,Swine,Porcine_coronavirus_HKU15,0.096377534,0.41780697,0.321429435
gammaCoV/ck/China/I0712/11,AVI69444,Chicken,Avian_coronavirus,0.122093968,0.417759291,0.295665323
MW10,QDY92335,Teal,Avian_coronavirus,0.093073956,0.417750715,0.324676759
ck/CH/LDL/150434_III,API61790,Chicken,Avian_coronavirus,0.120111275,0.417609266,0.297497991
CHN_HN_1601,AYP31078,Swine,Porcine_coronavirus_HKU15,0.097203728,0.417579409,0.32037568
CHN/Tianjin/2016,APG38198,Swine,Porcine_coronavirus_HKU15,0.096214774,0.417542257,0.321327483
PDCoV/CHGD/2016,AYU65233,Swine,Porcine_coronavirus_HKU15,0.097402597,0.417473069,0.320070472
IN2847,AHN16227,Swine,Porcine_coronavirus_HKU15,0.09551495,0.417457132,0.321942182
PDCoV/USA/Ohio137/2014,AIB07807,Swine,Porcine_coronavirus_HKU15,0.094715852,0.417442073,0.32272622
PDCoV/Swine/Vietnam/Binh21/2015,APZ76698,Swine,Porcine_coronavirus_HKU15,0.09424867,0.417427007,0.323178337
PDCoV/CHJXNI2/2015,ALA13745,Swine,Porcine_coronavirus_HKU15,0.09641965,0.417419885,0.321000235
CHN_JS_2017,QFU80841,Swine,Porcine_coronavirus_HKU15,0.096790288,0.417388924,0.320598637
USA/IA/2014/8734,AHM88400,Swine,Porcine_coronavirus_HKU15,0.095214357,0.417350848,0.322136491
OKN/JPN/2014,BBA66340,Swine,Porcine_coronavirus_HKU15,0.095530819,0.417312779,0.32178196
IL2768,AIA60973,Swine,Porcine_coronavirus_HKU15,0.095530819,0.417312779,0.32178196
IBS037A/2014,QAA92377,Chicken,Avian_coronavirus,0.124226636,0.417283728,0.293057091
CHN_GD_2016,AVR48519,Swine,Porcine_coronavirus_HKU15,0.096467844,0.417260274,0.32079243
PDCoV/Swine/Vietnam/HaNoi6/2015,APZ76690,Swine,Porcine_coronavirus_HKU15,0.093916223,0.417244526,0.323328302
AKT/JPN/2014,BBA66305,Swine,Porcine_coronavirus_HKU15,0.095499087,0.417236662,0.321737576
KNU16_07_P10,AWG96872,Swine,Porcine_coronavirus_HKU15,0.095063985,0.417206459,0.322142474
SD,ASR75145,Swine,Porcine_coronavirus_HKU15,0.096575798,0.41718351,0.320607712
GNM_1/JPN/2014,BBA66312,Swine,Porcine_coronavirus_HKU15,0.095214357,0.4171684,0.321954043
CHN/Sichuan/2018,QDP14518,Swine,Porcine_coronavirus_HKU15,0.094889296,0.417161114,0.322271818
SD3424,AIA60980,Swine,Porcine_coronavirus_HKU15,0.095333001,0.417145463,0.321812462
NH,ANA78450,Swine,Porcine_coronavirus_HKU15,0.095958756,0.417115227,0.321156471
PDCoV/USA/Illinois121/2014,AHL45007,Swine,Porcine_coronavirus_HKU15,0.09531717,0.417107423,0.321790253
PDCoV/USA/Minnesota140/2015,ANI85832,Swine,Porcine_coronavirus_HKU15,0.095182724,0.417092302,0.321909578
PDCoV/USA/Iowa136/2015,ANI85825,Swine,Porcine_coronavirus_HKU15,0.095182724,0.417092302,0.321909578
CHN_LYG_2014,AML83916,Swine,Porcine_coronavirus_HKU15,0.0959428,0.417077176,0.321134376
Michigan/8977/2014,AIP90486,Swine,Porcine_coronavirus_HKU15,0.09474734,0.417062044,0.322314703
NE3579,AIA61001,Swine,Porcine_coronavirus_HKU15,0.095032397,0.417039132,0.322006734
ArkDPI101,ACB59362,Chicken,Avian_coronavirus,0.120896978,0.417013198,0.296116221
HKD/JPN/2016,BAZ95609,Swine,Porcine_coronavirus_HKU15,0.094518272,0.417001094,0.322482822
PDCoV/USA/Illinois133/2014,AIB07785,Swine,Porcine_coronavirus_HKU15,0.09551495,0.417001094,0.321486144
CH/Hunan/2014,AUG59156,Swine,Porcine_coronavirus_HKU15,0.096141051,0.416970803,0.320829752
BF_141I,ABN10935,Bat,Rousettus_bat_coronavirus_HKU9,0.137662726,0.416942481,0.279279755
CH/JXJGS01/P20,QBQ34488,Swine,Porcine_coronavirus_HKU15,0.094960918,0.416932762,0.321971844
CHN/Sichuan/2017,QDF21511,Swine,Porcine_coronavirus_HKU15,0.093859211,0.416902437,0.323043226
CHN_HeB1_2017,AVZ61082,Swine,Porcine_coronavirus_HKU15,0.0959428,0.416894727,0.320951927
Ark99,AYA44731,Chicken,Avian_coronavirus,0.11994806,0.416869864,0.296921803
UNKNOWN_HM211099,ADM33566,Bat,Rousettus_bat_coronavirus_HKU9,0.13299763,0.416815264,0.283817634
GNM_2/JPN/2014,BBA66319,Swine,Porcine_coronavirus_HKU15,0.094549684,0.416803503,0.322253819
KNU16_07,ARJ31774,Swine,Porcine_coronavirus_HKU15,0.094383516,0.416803503,0.322419987
Ark99,AYA44691,Chicken,Avian_coronavirus,0.119889682,0.416756952,0.29686727
Ark99,AYA44711,Chicken,Avian_coronavirus,0.119746877,0.416704289,0.296957412
CH/JXJGS01/P50,QBQ34495,Swine,Porcine_coronavirus_HKU15,0.093479707,0.41669708,0.323217373
KNU16_11,ASS83086,Swine,Porcine_coronavirus_HKU15,0.093874834,0.416666667,0.322791833
CH/Sichuan/S27/2012,AKQ63083,Swine,Porcine_coronavirus_HKU15,0.094129386,0.416659064,0.322529678
CH/JXJGS01/P7,QBQ34481,Swine,Porcine_coronavirus_HKU15,0.094976713,0.416605839,0.321629126
ArkDPI11,ACB59372,Chicken,Avian_coronavirus,0.120207927,0.416576283,0.296368356
KY4813,AIA60987,Swine,Porcine_coronavirus_HKU15,0.09489779,0.416567831,0.321670042
CH/Jiangsu/2014,AUG59164,Swine,Porcine_coronavirus_HKU15,0.093900615,0.416476599,0.322575984
CHN_AH_2004,AKC54428,Swine,Porcine_coronavirus_HKU15,0.094154766,0.416469086,0.32231432
ck/CH/LGD/090907,AJR29313,Chicken,Avian_coronavirus,0.125628956,0.416448497,0.290819541
UNKNOWN_HM211101,ADM33582,Bat,Rousettus_bat_coronavirus_HKU9,0.131882771,0.416399287,0.284516516
CHN_HB_2014,AKC54435,Swine,Porcine_coronavirus_HKU15,0.095079787,0.416362641,0.321282854
Ck/CH/LGD/120724,AFY11707,Chicken,Avian_coronavirus,0.125770854,0.416320635,0.290549782
CH/JXJGS02/2016,ASK86341,Swine,Porcine_coronavirus_HKU15,0.09443059,0.416309404,0.321878814
NH,ANA78464,Swine,Porcine_coronavirus_HKU15,0.094493429,0.416187608,0.32169418
GD,ASR75139,Swine,Porcine_coronavirus_HKU15,0.092617226,0.416073709,0.323456483
Ck/CH/LGD/120723,AFY11698,Chicken,Avian_coronavirus,0.125020296,0.416072235,0.291051939
CHN_HN_2014,ALS54086,Swine,Porcine_coronavirus_HKU15,0.094731594,0.416051072,0.321319478
HKU15_44,AFD29187,Swine,Porcine_coronavirus_HKU15,0.094258214,0.416043756,0.321785541
CH/JXJGS01/2016,ASK86334,Swine,Porcine_coronavirus_HKU15,0.093495259,0.415913861,0.322418602
S582N,BAY00730,Swine,Porcine_coronavirus_HKU15,0.093464161,0.415837971,0.32237381
JHM_WU_Dns2,AFO11507,Mouse,Murine_coronavirus,0.127056673,0.415774447,0.288717774
JHM.WU,AFO11517,Mouse,Murine_coronavirus,0.126506943,0.415736358,0.289229415
MW18,QDY92359,Shelduck,Avian_coronavirus,0.113897764,0.415498022,0.301600259
BF_005I,ABN10911,Bat,Rousettus_bat_coronavirus_HKU9,0.123660714,0.415060671,0.291399957
PDCoV/Swine/Thailand/S5015L/2015,AMN91670,Swine,Porcine_coronavirus_HKU15,0.092860709,0.415046106,0.322185397
CH/SXD1/2015,ALD83756,Swine,Porcine_coronavirus_HKU15,0.088641277,0.415016878,0.326375601
HKU2/GD/430/2006,ABQ57208,Bat,Rhinolophus_bat_coronavirus_HKU2,0.080618351,0.414953102,0.334334751
PDCoV/Swine/Thailand/S5011/2015,AMN91621,Swine,Porcine_coronavirus_HKU15,0.092891626,0.414847959,0.321956333
HKU2/HK/46/2006,ABQ57216,Bat,Rhinolophus_bat_coronavirus_HKU2,0.079354517,0.414508707,0.33515419
HKU2/HK/298/2006,ABQ57224,Bat,Rhinolophus_bat_coronavirus_HKU2,0.079061252,0.414440433,0.335379182
UNKNOWN_HM211098,ADM33558,Bat,Rousettus_bat_coronavirus_HKU9,0.129369585,0.414301018,0.284931433
UNKNOWN_HM211100,ADM33574,Bat,Rousettus_bat_coronavirus_HKU9,0.129200896,0.414174775,0.284973878
BtCoV92,QEH60463,Bat,Bat_coronavirus,0.131868132,0.413919088,0.282050956
BF_493I,ABN10927,Bat,Rousettus_bat_coronavirus_HKU9,0.128733572,0.413870046,0.285136474
CHN/GS/2016/1,AWV96559,Swine,Porcine_coronavirus_HKU15,0.088630705,0.413711368,0.325080663
CHN/GS/2016/2,AWV96566,Swine,Porcine_coronavirus_HKU15,0.088142358,0.413616866,0.325474508
ISU42824,AWV67125,Sparrow,Sparrow_deltacoronavirus_HKU17,0.092212773,0.413585319,0.321372546
Swine_enteric_alphacoronavirus_CH/GD_01/2017/P2,ATN23889,Swine,Rhinolophus_bat_coronavirus_HKU2,0.073312324,0.413053277,0.339740953
CHN/GS/2017/1,AWV96573,Swine,Porcine_coronavirus_HKU15,0.087101064,0.412956204,0.325855141
197,AVM80551,Swine,Swine_acute_diarrhea_syndrome,0.073004812,0.412947435,0.339942623
GDS04,ASK51717,Swine,Rhinolophus_bat_coronavirus_HKU2,0.072992701,0.412910206,0.339917505
GDLX/2019,QDE12097,Swine,Swine_acute_diarrhea_syndrome,0.072685032,0.4128945,0.340209468
UNKNOWN_FJ376621,ACJ12053,Grey_Backed_Thrush,Thrush_coronavirus_HKU12,0.084724209,0.412712704,0.327988495
SADS_CoV/CN/GDGL/2017,AXY04083,Swine,SADS_CoV,0.072636816,0.412655489,0.340018674
CHN_GD_2017,QAS69029,Swine,Rhinolophus_bat_coronavirus_HKU2,0.072341132,0.412316292,0.339975161
SeACoV_p10,QEH62669,Swine,Swine_acute_diarrhea_syndrome,0.072470978,0.412294934,0.339823956
141388,AVM80492,Bat,Swine_acute_diarrhea_syndrome_HKU2_related,0.071878105,0.411695801,0.339817696
8462,AVM80475,Bat,Swine_acute_diarrhea_syndrome,0.070793546,0.411669368,0.340875822
PEAV_GD_CH/2017,AWJ64263,Swine,Swine_acute_diarrhea_syndrome,0.073877754,0.411404378,0.337526624
CHN/QH/2017/1,AWV96580,Swine,Porcine_coronavirus_HKU15,0.086292731,0.411394713,0.325101981
MY_U413/12,AQN78680,Human,Betacoronavirus_1,0.08774584,0.408091777,0.320345937
162140,AVM80500,Bat,Swine_acute_diarrhea_syndrome_HKU2_related,0.071357616,0.411351351,0.339993735
MY_U1140/12,AQN78760,Human,Betacoronavirus_1,0.088109966,0.408211503,0.320101537
camel/Jeddah/D33_b_/2014,ALA49396,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109550562,0.411264612,0.30171405
Bat_CoV/P.khulii/Italy/206645_63/2011,AUM60024,Bat,Middle_East_respiratory_syndrome_coronavirus,0.110892481,0.411255411,0.300362931
MDS4,QBP84722,Human,Betacoronavirus_1,0.087231701,0.407267951,0.32003625
MDS12,QBP84740,Human,Betacoronavirus_1,0.087668593,0.407602032,0.319933438
SADS_CoV_CH_FJWT_2018,AXP98439,Swine,SADS_CoV,0.071038251,0.411208217,0.340169966
5519/2007,AIV41957,Human,Betacoronavirus_1,0.087333242,0.407248534,0.319915292
5414/2007,AIV41909,Human,Betacoronavirus_1,0.085879438,0.40567525,0.319795811
TNP_12643,AWW13575,Human,Betacoronavirus_1,0.08954608,0.409266071,0.319719991
3269A/2012,AIV41843,Human,Betacoronavirus_1,0.087943848,0.407602032,0.319658184
69A/2007,AIV41987,Human,Betacoronavirus_1,0.087094111,0.406742557,0.319648446
5370/2007,AIV41903,Human,Betacoronavirus_1,0.087769982,0.407407407,0.319637425
NL13892,AWH65943,Bat,Middle_East_respiratory_syndrome_coronavirus,0.106793402,0.41113264,0.304339238
MDS6,QBP84704,Human,Betacoronavirus_1,0.088243392,0.407848633,0.319605241
892A/2008,AIV41999,Human,Betacoronavirus_1,0.087859205,0.407439825,0.31958062
camel/Jeddah/F13A/2014,ALA49341,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109831461,0.411087496,0.301256035
camel/Jeddah/S73/2014,ALA49671,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109364032,0.411066844,0.301702812
BJ_124,AXX83303,Human,Betacoronavirus_1,0.088267695,0.407832486,0.319564792
12691/2012,AIV41879,Human,Betacoronavirus_1,0.088206963,0.407741483,0.319534521
5445/2007,AIV41921,Human,Betacoronavirus_1,0.08774584,0.407248534,0.319502694
camel/Taif/T157_b_/2015,ALA50067,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109238978,0.411014698,0.30177572
camel/Riyadh/Ry137/2015,ALA49836,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109519798,0.411014698,0.3014949
camel/UAE_B39_2015,ASU90329,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109285012,0.410946772,0.30166176
5345/2007,AIV41813,Human,Betacoronavirus_1,0.087345254,0.406846437,0.319501182
5508/2007,AIV41945,Human,Betacoronavirus_1,0.087494841,0.406969617,0.319474776
camel/Jeddah/D100/2014,ALA49385,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109098568,0.410926155,0.301827588
camel/UAE_414379_W3_2015,ASU91087,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109379388,0.410926155,0.301546768
8495,AVM80484,Bat,Swine_acute_diarrhea_syndrome_HKU2_related,0.066545575,0.410894661,0.344349086
MY_U1758/13,AQN78768,Human,Betacoronavirus_1,0.088579694,0.408027342,0.319447648
5240/2007,AIV41807,Human,Betacoronavirus_1,0.087757909,0.407109088,0.319351179
TNP_12636,AWW13566,Human,Betacoronavirus_1,0.088146315,0.407443082,0.319296768
camel/UAE_B50_2015,ASU90439,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108677338,0.410837613,0.302160275
12689/2012,AIV41873,Human,Betacoronavirus_1,0.086005229,0.405201857,0.319196627
OC43/human/Mex/LRTI_238/2011,AOL02453,Human,Betacoronavirus_1,0.087709651,0.406879048,0.319169397
MY_U236/12,AQN78672,Human,Betacoronavirus_1,0.087927233,0.407082749,0.319155516
3647/2006,AIV41861,Human,Betacoronavirus_1,0.085934277,0.4050644,0.319130123
camel/Riyadh/Ry84N/2014,ALA49363,Camel,Middle_East_respiratory_syndrome_coronavirus,0.10931799,0.410780669,0.301462679
D1164.1/14,ANI69824,Camel,Middle_East_respiratory_syndrome_coronavirus,0.10931799,0.410780669,0.301462679
camel/UAE_B83_2015,ASU90791,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109458322,0.410780669,0.301322348
10290/2010,AIV42005,Human,Betacoronavirus_1,0.087094111,0.406042032,0.31894792
5566/2007,AIV41963,Human,Betacoronavirus_1,0.087733773,0.406512605,0.318778832
camel/Jeddah/401/2014,ALA49374,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108927569,0.410764873,0.301837304
Camel/UAE/D469_14,ALT66880,Camel,Middle_East_respiratory_syndrome_coronavirus,0.10920831,0.410764873,0.301556563
D1157/15,ANI69900,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109489051,0.410764873,0.301275821
camel/UAE_B30_2015,ASU90230,Camel,Middle_East_respiratory_syndrome_coronavirus,0.10920831,0.410764873,0.301556563
camel/UAE_B88_2015,ASU90846,Camel,Middle_East_respiratory_syndrome_coronavirus,0.10920831,0.410764873,0.301556563
BJ_221,AXX83321,Human,Betacoronavirus_1,0.088267695,0.407043981,0.318776286
camel/Jeddah/Jd175/2015,ALA49803,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108677338,0.41074907,0.302071732
camel/UAE_B5_2015,ASU89955,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108536928,0.41074907,0.302212142
MDS11,QBP84731,Human,Betacoronavirus_1,0.088279851,0.406992027,0.318712175
D2731.3/14,ALR69641,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109192982,0.410728512,0.30153553
camel/UAE_B31_2015,ASU90241,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109083251,0.410712705,0.301629453
HCoV_OC43/USA/TCNP_0070/2016,AVR40342,Human,Betacoronavirus_1,0.089393939,0.407903961,0.318510021
D252/15,ANI69846,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109287318,0.410707965,0.301420647
BJ_165,AXX83315,Human,Betacoronavirus_1,0.089219331,0.407709155,0.318489824
YC_207,AXX83375,Human,Betacoronavirus_1,0.089219331,0.407709155,0.318489824
MY_U1975/13,AQN78776,Human,Betacoronavirus_1,0.089544014,0.408027342,0.318483328
camel/Jeddah/D38_b_/2014,ALA49440,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109067939,0.410676346,0.301608406
camel/UAE_414481_W4_2015,ASU91208,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109067939,0.410676346,0.301608406
GZYF_26,AXX83333,Human,Betacoronavirus_1,0.088769612,0.407251708,0.318482096
WZ_522,AXX83345,Human,Betacoronavirus_1,0.089207048,0.407673441,0.318466392
12694/2012,AIV41885,Human,Betacoronavirus_1,0.089093914,0.40748204,0.318388126
camel/UAE_B47_2015,ASU90406,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108396518,0.410660528,0.30226401
camel/UAE_B40_2015,ASU90340,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109052632,0.410639993,0.301587361
MERS_CoV_camel/Morocco/CIRAD_HKU213/2015,AVN89324,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109614035,0.410639993,0.301025958
WZ_303,AXX83339,Human,Betacoronavirus_1,0.089782429,0.408095322,0.318312892
camel/UAE_B79_2015,ASU90747,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109147026,0.410619469,0.301472443
10108/2010,AIV41969,Human,Betacoronavirus_1,0.088020905,0.406285564,0.318264659
LY341,AIX09799,Human,Betacoronavirus_1,0.087871287,0.40607493,0.318203643
camel/Taif/T3/2015,ALA49957,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109067939,0.410587819,0.301519879
3582/2006,AIV41855,Human,Betacoronavirus_1,0.087536073,0.405710782,0.31817471
MY_U1057/12,AQN78752,Human,Betacoronavirus_1,0.089231617,0.407394428,0.318162811
HZ_459,AXX83381,Human,Betacoronavirus_1,0.088170564,0.406321135,0.318150571
HK04_01,AEN19358,Human,Betacoronavirus_1,0.087512021,0.405639723,0.318127702
camel/Jeddah/S100/2014,ALA49660,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108631579,0.410551474,0.301919895
camel/Jeddah/D40/2014,ALA49451,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108912281,0.410551474,0.301639193
camel/UAE_B6_2015,ASU89966,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108350877,0.410551474,0.302200597
camel/Riyadh/Ry23N/2014,ALA49352,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109083251,0.410535635,0.301452384
camel/UAE_B25_2015,ASU90175,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109083251,0.410535635,0.301452384
camel/UAE_B106_2015,ASU91010,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108662081,0.410535635,0.301873555
2151A/2010,AIV41819,Human,Betacoronavirus_1,0.088757396,0.40686575,0.318108354
ISU73347,AWV67134,Sparrow,Sparrow_deltacoronavirus_HKU17,0.089102352,0.410522483,0.321420131
8164/2009,AIV41993,Human,Betacoronavirus_1,0.08774584,0.405847851,0.318102011
229/2005,AIV41891,Human,Betacoronavirus_1,0.088247423,0.40630749,0.318060067
MDS2,QBP84713,Human,Betacoronavirus_1,0.089644726,0.407657263,0.318012537
camel/UAE_B109_2015,ASU91043,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108787198,0.410499292,0.301712094
camel/UAE_B26_2015,ASU90186,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108881717,0.410478803,0.301597086
camel/UAE_B42_2015,ASU90362,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108881717,0.410478803,0.301597086
Bat_CoV/H.savii/Italy/206645_40/2011,AUM60014,Bat,Middle_East_respiratory_syndrome_coronavirus,0.111392405,0.410464911,0.299072506
MERS_CoV_camel/Burkina_Faso/CIRAD_HKU434/2015,AVN89334,Camel,Middle_East_respiratory_syndrome_coronavirus,0.110035088,0.410462955,0.300427867
llama_passaged_Qatar15,QFQ59587,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108631579,0.410462955,0.301831376
camel/UAE_B61_2015,ASU90549,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109364032,0.4104471,0.301083068
camel/UAE_B10_2015,ASU90010,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108866442,0.410442478,0.301576036
D389/15,ANI69878,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109070517,0.410437859,0.301367342
camel/UAE_B22_2015,ASU90142,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109177659,0.410426624,0.301248965
camel/UAE_B102_2015,ASU90966,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109348681,0.410410765,0.301062084
HCoV_OC43/USA/ACRI_0213/2016,AZP73840,Human,Betacoronavirus_1,0.088745184,0.406742557,0.317997373
19572_Belgium_2004,AAX85678,Human,Betacoronavirus_1,0.087786784,0.40555215,0.317765366
HK04_02,AEN19366,Human,Betacoronavirus_1,0.087249244,0.404974602,0.317725357
LY342,AIX09807,Human,Betacoronavirus_1,0.08851017,0.406107805,0.317597635
HCoV_OC43/USA/TCNP_00212/2017,AVR40344,Human,Betacoronavirus_1,0.088312045,0.405601751,0.317289705
NL140455,AWH65954,Bat,Middle_East_respiratory_syndrome_coronavirus,0.106130429,0.410407678,0.304277249
HCoV_OC43/USA/TCNP_00204/2017,ATN39872,Human,Betacoronavirus_1,0.088651498,0.40567701,0.317025512
10574/2010,AIV42011,Human,Betacoronavirus_1,0.088959164,0.405864333,0.316905169
Caen1,ADN03339,Human,Human_coronavirus_HKU1,0.08662069,0.402804557,0.316183868
N14,ABD75609,Human,Human_coronavirus_HKU1,0.086261541,0.40185688,0.31559534
HKU1/human/USA/HKU1_18/2010,AGT17769,Human,Human_coronavirus_HKU1,0.086140254,0.401560309,0.315420055
